i,t,m,women,boys,men,girls,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
200834,2008,,1,0,1,4,0,0,0,2,0,2,0,0,1,1,0,0,0,0,1.791759469
200835,2008,,2,6,1,1,0,1,3,0,2,0,1,1,0,1,1,0,0,0,2.302585093
200836,2008,,1,4,1,2,1,0,2,0,1,1,0,1,0,0,1,1,0,0,2.079441542
200837,2008,,1,2,3,1,0,0,1,0,0,1,1,0,2,0,1,1,0,0,1.945910149
200838,2008,,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471806
200839,2008,,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471806
200840,2008,,1,3,1,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,1.609437912
200841,2008,,1,2,2,3,2,0,0,0,0,2,1,1,0,0,0,1,1,0,2.079441542
200842,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
200843,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
200844,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
200845,2008,,1,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1.386294361
200846,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
200847,2008,,1,2,1,3,2,1,0,2,0,0,0,0,1,1,0,0,0,0,1.945910149
200848,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200849,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
200850,2008,,1,4,1,4,0,1,1,0,1,2,2,1,0,0,1,1,0,0,2.302585093
200851,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
200852,2008,,2,5,2,0,1,0,0,0,2,0,2,1,1,0,1,1,0,0,2.197224577
200853,2008,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.098612289
200854,2008,,1,0,1,3,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1.609437912
200855,2008,,1,2,2,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1.791759469
200856,2008,,1,0,1,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1.386294361
200857,2008,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
200858,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
200859,2008,,1,1,2,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1.609437912
200860,2008,,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
200861,2008,,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1.098612289
200862,2008,,1,2,1,2,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1.791759469
200863,2008,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1.098612289
200864,2008,,2,0,3,1,0,0,0,0,0,0,0,1,2,1,1,1,0,0,1.791759469
200865,2008,,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.098612289
200866,2008,,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1.386294361
200867,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
200868,2008,,1,2,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1.386294361
200869,2008,,1,3,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1.609437912
200870,2008,,1,0,3,2,0,0,0,0,0,2,0,0,2,0,0,0,1,1,1.791759469
200871,2008,,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1.386294361
200872,2008,,2,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1.609437912
200873,2008,,2,0,0,3,0,1,0,0,0,0,0,2,0,0,0,1,0,1,1.609437912
200874,2008,,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1.386294361
200875,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200876,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
200877,2008,,2,0,2,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1.609437912
200878,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
200879,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
200880,2008,,4,1,2,1,1,1,0,0,0,0,0,0,1,3,1,1,0,0,2.079441542
200881,2008,,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1.386294361
200882,2008,,1,3,1,2,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1.945910149
200883,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
200884,2008,,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1.386294361
200885,2008,,3,1,2,0,1,0,0,0,0,0,0,0,1,2,0,0,1,1,1.791759469
200886,2008,,2,0,2,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1.609437912
200887,2008,,1,0,1,3,0,1,0,0,0,2,0,0,0,0,1,1,0,0,1.609437912
200888,2008,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
200889,2008,,1,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1.386294361
200890,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
200891,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
200892,2008,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.6931471806
200893,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
200894,2008,,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.6931471806
200895,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
200896,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
200897,2008,,1,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1.386294361
200898,2008,,1,0,1,2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1.386294361
200899,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008100,2008,,1,3,1,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,1.609437912
2008101,2008,,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1.098612289
2008102,2008,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008103,2008,,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
2008104,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008105,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008106,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
2008107,2008,,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.098612289
2008108,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
2008109,2008,,1,0,1,2,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1.386294361
2008110,2008,,3,1,4,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,2.079441542
2008111,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008112,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008113,2008,,2,2,2,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1.791759469
2008114,2008,,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1.386294361
2008115,2008,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6931471806
2008116,2008,,2,1,2,2,0,0,1,0,0,1,0,2,1,0,0,1,1,0,1.945910149
2008117,2008,,1,2,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1.386294361
2008118,2008,,1,1,2,2,0,0,0,0,0,2,1,0,0,0,1,0,1,1,1.791759469
2008119,2008,,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1.098612289
2008120,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
2008121,2008,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
2008122,2008,,2,1,2,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1.609437912
2008123,2008,,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
2008124,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008125,2008,,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1.386294361
2008126,2008,,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6931471806
2008127,2008,,1,1,3,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,1.609437912
2008128,2008,,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1.386294361
2008129,2008,,1,1,1,2,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1.609437912
2008130,2008,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.098612289
2008131,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008132,2008,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008133,2008,,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1.386294361
2008134,2008,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
2008135,2008,,1,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
2008136,2008,,1,2,2,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,1.609437912
2008137,2008,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6931471806
2008138,2008,,1,2,1,2,1,0,1,0,0,2,0,0,0,0,1,1,0,0,1.791759469
2008139,2008,,2,1,4,7,0,2,0,0,1,1,0,4,3,1,1,0,0,1,2.63905733
2008140,2008,,2,3,1,1,1,1,1,0,1,0,0,0,0,2,1,0,0,0,1.945910149
2008141,2008,,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
2008142,2008,,1,1,2,2,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1.791759469
2008143,2008,,2,0,1,4,0,1,0,2,0,0,0,1,0,1,1,0,0,1,1.945910149
2008144,2008,,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1.098612289
2008145,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008146,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
2008147,2008,,1,2,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1.386294361
2008148,2008,,1,0,1,4,0,0,0,3,0,1,0,0,0,0,1,1,0,0,1.791759469
2008149,2008,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
2008150,2008,,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1.098612289
2008151,2008,,1,2,1,2,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1.791759469
2008152,2008,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008153,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008154,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008155,2008,,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1.098612289
2008156,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008157,2008,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.098612289
2008158,2008,,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
2008159,2008,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008160,2008,,1,0,2,2,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1.609437912
2008161,2008,,1,2,1,2,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1.791759469
2008162,2008,,3,5,4,5,1,1,0,3,2,1,2,0,2,1,0,2,2,0,2.833213344
2008163,2008,,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
2008164,2008,,1,3,1,1,0,1,2,0,1,0,0,0,0,1,1,0,0,0,1.791759469
2008165,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008166,2008,,7,8,4,5,2,0,3,2,3,3,1,0,2,4,0,3,1,0,3.17805383
2008167,2008,,1,2,1,4,0,1,1,2,1,1,0,0,0,0,1,1,0,0,2.079441542
2008168,2008,,1,4,1,0,1,0,3,0,0,0,0,0,1,1,0,0,0,0,1.791759469
2008169,2008,,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1.386294361
2008170,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008171,2008,,1,4,2,3,1,0,1,2,1,1,2,0,0,0,1,1,0,0,2.302585093
2008172,2008,,1,2,1,2,1,2,1,0,0,0,0,0,1,1,0,0,0,0,1.791759469
2008173,2008,,2,4,1,3,0,1,0,2,2,0,2,0,0,1,1,1,0,0,2.302585093
2008174,2008,,1,3,1,2,0,1,0,0,1,1,2,0,0,1,1,0,0,0,1.945910149
2008175,2008,,1,1,2,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1.386294361
2008176,2008,,1,1,2,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1.386294361
2008177,2008,,2,2,4,5,0,1,1,2,0,2,2,0,2,1,0,0,1,1,2.564949357
2008178,2008,,1,4,1,0,0,0,2,0,0,0,2,0,0,1,1,0,0,0,1.791759469
2008179,2008,,1,4,2,1,1,1,0,0,3,0,0,0,1,0,1,1,0,0,2.079441542
2008180,2008,,2,0,3,3,0,0,0,0,0,2,0,1,2,1,1,1,0,0,2.079441542
2008181,2008,,2,1,3,2,0,1,0,0,1,0,1,1,1,1,0,1,1,0,2.079441542
2008182,2008,,1,1,2,4,1,2,0,0,0,1,0,1,1,1,1,0,0,0,2.079441542
2008183,2008,,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.098612289
2008184,2008,,1,3,1,2,1,1,2,0,0,1,0,0,0,1,1,0,0,0,1.945910149
2008185,2008,,2,4,2,2,0,0,2,0,1,2,1,1,1,0,1,1,0,0,2.302585093
2008186,2008,,1,3,1,1,1,0,2,0,0,1,0,0,0,1,1,0,0,0,1.791759469
2008187,2008,,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1.386294361
2008188,2008,,1,3,1,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,1.609437912
2008189,2008,,3,4,3,2,0,0,1,1,2,0,1,2,1,0,1,1,1,1,2.48490665
2008190,2008,,1,2,3,6,0,3,1,2,1,0,0,1,2,1,1,0,0,0,2.48490665
2008191,2008,,1,0,4,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1.609437912
2008192,2008,,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1.098612289
2008193,2008,,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1.386294361
2008194,2008,,1,2,1,3,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1.945910149
2008195,2008,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.6931471806
2008196,2008,,2,5,1,4,1,1,4,0,0,2,0,1,0,1,0,1,1,0,2.48490665
2008197,2008,,1,1,2,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1.609437912
2008198,2008,,3,4,2,0,1,0,1,0,0,0,2,0,2,1,0,1,0,1,2.197224577
2008199,2008,,1,1,2,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1.386294361
2008200,2008,,1,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
2008201,2008,,2,3,2,1,0,1,1,0,0,0,3,0,1,0,0,2,0,0,2.079441542
2008202,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
2008203,2008,,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
2008204,2008,,3,6,4,3,2,1,0,1,0,0,5,2,2,1,0,0,1,1,2.772588722
2008205,2008,,1,0,1,3,0,0,0,3,0,0,0,0,0,1,1,0,0,0,1.609437912
2008206,2008,,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471806
2008207,2008,,1,0,1,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1.386294361
2008208,2008,,1,0,1,3,0,1,0,2,0,0,0,0,0,0,1,1,0,0,1.609437912
2008209,2008,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.6931471806
2008210,2008,,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
2008211,2008,,1,2,2,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1.609437912
2008212,2008,,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.098612289
2008213,2008,,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1.386294361
2008214,2008,,3,2,2,0,1,0,1,0,0,0,0,0,1,2,1,1,0,0,1.945910149
2008215,2008,,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1.386294361
2008216,2008,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1.098612289
2008217,2008,,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.098612289
2008218,2008,,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.098612289
2008219,2008,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
2008220,2008,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806
2008221,2008,,1,2,1,2,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1.791759469
2008222,2008,,1,6,3,3,1,2,4,0,1,1,0,0,2,0,0,0,1,1,2.564949357
2008223,2008,,1,1,0,5,0,1,1,1,0,1,0,2,0,0,0,1,0,0,1.945910149
2008224,2008,,1,1,2,2,0,1,0,0,1,0,0,1,2,0,0,1,0,0,1.791759469
2008225,2008,,1,2,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1.609437912
2008226,2008,,2,7,3,0,2,0,1,0,2,0,2,0,2,1,0,0,1,1,2.48490665
2008227,2008,,1,1,3,4,0,1,0,0,0,2,1,1,2,0,1,1,0,0,2.197224577
2008228,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008229,2008,,1,2,2,1,1,1,0,0,0,0,1,0,2,1,0,0,0,0,1.791759469
2008230,2008,,2,2,2,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1.791759469
2008231,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008232,2008,,1,2,1,2,0,0,1,0,0,2,1,0,0,0,1,1,0,0,1.791759469
2008233,2008,,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
2008234,2008,,1,1,2,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1.609437912
2008235,2008,,1,1,1,2,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1.609437912
2008236,2008,,1,2,2,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1.791759469
2008237,2008,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6931471806
2008238,2008,,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.098612289
2008239,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008240,2008,,3,3,2,6,1,2,2,2,0,1,0,1,0,2,2,1,0,0,2.63905733
2008241,2008,,1,0,1,4,0,0,0,2,0,2,0,0,0,1,1,0,0,0,1.791759469
2008242,2008,,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
2008243,2008,,2,1,2,3,0,2,0,0,0,1,1,0,1,1,1,1,0,0,2.079441542
2008244,2008,,1,1,1,4,0,0,0,2,0,2,1,0,0,0,1,1,0,0,1.945910149
2008245,2008,,2,4,1,3,1,1,2,1,1,1,0,0,0,2,1,0,0,0,2.302585093
2008246,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008247,2008,,2,3,1,3,2,2,1,0,0,1,0,0,1,1,0,1,0,0,2.197224577
2008248,2008,,1,2,1,3,0,2,1,1,1,0,0,0,0,1,1,0,0,0,1.945910149
2008249,2008,,3,4,4,1,2,1,0,0,0,0,3,1,2,1,1,1,0,0,2.48490665
2008250,2008,,1,3,1,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,1.609437912
2008251,2008,,2,2,1,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,1.609437912
2008252,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
2008253,2008,,3,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,1.609437912
2008254,2008,,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
2008255,2008,,2,1,2,1,0,0,0,1,0,0,1,0,0,0,1,2,1,0,1.791759469
2008256,2008,,1,1,1,2,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1.609437912
2008257,2008,,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912
2008258,2008,,2,1,2,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1.791759469
2008259,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008260,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
2008261,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
2008262,2008,,1,4,2,1,2,0,1,0,1,0,0,1,0,1,1,0,1,0,2.079441542
2008263,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
2008264,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008265,2008,,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1.098612289
2008266,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
2008267,2008,,4,2,2,1,0,0,0,1,1,0,1,0,1,2,0,1,1,1,2.197224577
2008268,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008269,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008270,2008,,1,2,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1.386294361
2008271,2008,,2,2,1,2,0,0,0,2,2,0,0,1,0,1,0,0,1,0,1.945910149
2008272,2008,,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1.386294361
2008273,2008,,2,3,1,1,0,1,2,0,0,0,1,0,0,1,0,1,1,0,1.945910149
2008274,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
2008275,2008,,1,3,1,2,1,0,0,2,1,0,2,0,0,0,0,1,0,0,1.945910149
2008276,2008,,2,4,0,4,1,0,3,1,0,1,0,2,0,1,0,1,0,0,2.302585093
2008277,2008,,1,3,1,2,0,1,2,0,1,1,0,0,0,0,1,1,0,0,1.945910149
2008278,2008,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.098612289
2008279,2008,,2,1,2,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1.791759469
2008280,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
2008281,2008,,1,0,1,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1.386294361
2008282,2008,,2,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1.386294361
2008283,2008,,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471806
2008284,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
2008285,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
2008286,2008,,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1.386294361
2008287,2008,,2,2,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1.791759469
2008288,2008,,1,0,2,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1.386294361
2008289,2008,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.6931471806
2008290,2008,,1,3,1,2,0,0,2,0,0,2,1,0,0,1,1,0,0,0,1.945910149
2008291,2008,,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
2008292,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008293,2008,,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1.098612289
2008294,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
2008295,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008296,2008,,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
2008297,2008,,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1.386294361
2008298,2008,,1,2,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1.609437912
2008299,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008300,2008,,2,0,0,3,0,0,0,1,0,0,0,2,0,1,0,1,0,0,1.609437912
2008301,2008,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.098612289
2008302,2008,,2,1,1,3,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1.945910149
2008303,2008,,2,2,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1.791759469
2008304,2008,,1,2,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1.609437912
2008305,2008,,1,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1.386294361
2008306,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008307,2008,,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1.386294361
2008308,2008,,1,2,0,2,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1.609437912
2008309,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008310,2008,,1,1,2,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1.386294361
2008311,2008,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
2008312,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008313,2008,,3,3,2,3,3,1,0,2,0,0,0,0,2,2,0,1,0,0,2.397895273
2008314,2008,,1,0,1,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1.386294361
